	sample	tool	precision	recall	f1
298	SAMN02786856	100.pbf.uni	1.0	0.989156444522176	0.9945486663416117
299	SAMN16357501	100.pbf.uni	0.013021916970551169	1.0	0.025709052790275848
300	SAMN16357457	100.pbf.uni	0.8105559338583891	0.9089409400179373	0.8569337736537825
301	SAMN16357468	100.pbf.uni	0.9830277765961972	0.9812538479502367	0.9821400112620989
302	SAMN16357450	100.pbf.uni	0.9954554689864784	0.9894001524861423	0.9924185740801217
303	SAMN11056346	100.pbf.uni	0.9956645356757277	1.0	0.9978275585666985
304	SAMN16357466	100.pbf.uni	0.4797599541621013	0.9636094925438224	0.6405861604290708
305	SAMN16357459	100.pbf.uni	0.0	0.0	0.0
306	SAMN16357461	100.pbf.uni	0.9804677680227291	0.9796871075218366	0.9800772823175212
307	SAMN04014847	100.pbf.uni	0.9866848598555915	0.9088186007540846	0.9461523783562763
308	SAMEA3357328	100.pbf.uni	0.9944185135620328	1.0	0.997201446737476
309	SAMN16357467	100.pbf.uni	0.953829115447848	0.7869969918837618	0.8624188728180792
310	SAMN16357458	100.pbf.uni	0.9910061615513406	0.9812576440911176	0.9861078103057146
311	SAMN16357451	100.pbf.uni	0.9929257104123805	0.8704361617099983	0.9276549629623023
312	SAMN16357456	100.pbf.uni	0.7358841392450971	0.968321295781871	0.8362516262575622
313	SAMN11056490	100.pbf.uni	0.8878942367518605	0.7238126693167565	0.7975012021782171
314	SAMN10163228	100.pbf.uni	0.6865241092627795	0.9509056634702073	0.797371190481304
315	SAMN07312483	100.pbf.uni	0.9907061195302875	0.9493742995312664	0.9695999392905211
316	SAMEA3357077	100.pbf.uni	0.4730423774132644	0.964477712902307	0.634758196907369
317	SAMEA3357272	100.pbf.uni	0.5261646807387523	0.9619055464677015	0.6802376870453902
318	SAMN16357470	100.pbf.uni	0.9453223125816724	0.9661885079828187	0.9556415218056974
319	SAMN16357448	100.pbf.uni	1.0	0.9912012417454238	0.995581180811808
320	SAMN04014858	100.pbf.uni	0.9848973302588873	0.9055604678268558	0.9435641335699441
321	SAMN04014860	100.pbf.uni	1.0	1.0	1.0
322	SAMN04014856	100.pbf.uni	1.0	0.5593604667381333	0.7174229162141096
323	SAMN03024583	100.pbf.uni	0.9750893009483238	0.8164456917965096	0.888743409534416
324	SAMN02991226	100.pbf.uni	0.7750707765330244	0.5411663779915388	0.6373353667789032
325	SAMN16357245	100.pbf.uni	0.9902996495038752	0.9967950310559006	0.9935367242830964
326	SAMN16357453	100.pbf.uni	0.983077555494656	0.91450823433437	0.9475540176448835
327	SAMN11056345	100.pbf.uni	0.9709403314398385	0.9760752001599058	0.9735009946990915
328	SAMN16357454	100.pbf.uni	0.9952607060470877	0.9986445288048887	0.9969497461118817
329	SAMN16357462	100.pbf.uni	0.0	0.0	0.0
330	SAMN16357465	100.pbf.uni	0.9414618687230719	0.8413362013742322	0.8885874016308799
331	SAMN16357464	100.pbf.uni	0.997017739309281	0.9398070173312816	0.967567421465506
332	SAMN16357463	100.pbf.uni	0.9790328651751476	0.9339052085904714	0.9559367391004733
333	SAMN16357455	100.pbf.uni	0.4402776120456536	0.9833171302986738	0.6082243845584121
334	SAMN16357452	100.pbf.uni	0.9993644658030366	0.9587608631194745	0.9786416871809628
335	SAMN11056344	100.pbf.uni	0.9874552201024089	0.9500741457820144	0.9684040833193232
336	SAMD00056131	100.pbf.uni	0.9646533461963062	0.5710173083716001	0.717385274789484
337	SAMEA3357268	100.pbf.uni	0.5696425825630862	0.9537955054197668	0.7132846936547057
338	SAMN07312488	100.pbf.uni	0.3593814349651358	0.8916054160704219	0.512277860610331
339	SAMN16357205	100.pbf.uni	0.03342060739685967	1.0	0.06467958381639918
340	SAMN03996301	100.pbf.uni	0.6627799722198108	0.9054272414611005	0.7653313117136985
341	SAMEA3357080	100.pbf.ske	0.7975759778214744	0.9504876412058427	0.8673438444577914
342	SAMN07312490	100.pbf.ske	0.5146801292313739	0.9720452994951563	0.6730125021019479
343	SAMEA3357223	100.pbf.ske	0.21524385413641045	0.8453808180535967	0.34312425547319286
344	SAMN04014852	100.pbf.ske	0.9745736913129808	0.7180528401938991	0.8268751481787744
345	SAMN03024573	100.pbf.ske	1.0	0.9949379576550819	0.9974625565043295
346	SAMN04014855	100.pbf.ske	1.0	0.7504460507937155	0.8574340813913529
347	SAMN02786856	100.pbf.ske	1.0	1.0	1.0
348	SAMN16357501	100.pbf.ske	0.3291735786457548	1.0	0.49530563040703446
349	SAMN16357457	100.pbf.ske	0.5860557257369261	0.8625606171560471	0.6979192123015088
350	SAMN16357468	100.pbf.ske	0.9856707203093372	0.9693881838809985	0.9774616482576538
351	SAMN16357450	100.pbf.ske	0.9901005004679172	1.0	0.9950256283389933
352	SAMN11056346	100.pbf.ske	0.9956585396186525	1.0	0.9978245474888819
353	SAMN16357466	100.pbf.ske	0.9359460460656773	0.9420152647200737	0.9389708481048171
354	SAMN16357459	100.pbf.ske	0.0	0.0	0.0
355	SAMN16357461	100.pbf.ske	0.9906975389261387	0.9559528327079029	0.9730151161127272
356	SAMN04014847	100.pbf.ske	0.9917186053687134	0.8298718332696459	0.9036052448102917
357	SAMEA3357328	100.pbf.ske	0.994425479795275	0.9921752302359512	0.9932990805715203
358	SAMN16357467	100.pbf.ske	0.9598704234601735	0.8663835850669707	0.9107341857093214
359	SAMN16357458	100.pbf.ske	0.9821294375097482	0.9922499868684312	0.9871637735275394
360	SAMN16357451	100.pbf.ske	0.9943530764321249	0.9751945182538334	0.9846806159564361
361	SAMN16357456	100.pbf.ske	0.9372984192878812	0.82624713660883	0.8782763025260374
362	SAMN11056490	100.pbf.ske	0.8864258462264072	0.8202058931257258	0.8520311513365607
363	SAMN10163228	100.pbf.ske	0.4712121826999168	0.9420993914807302	0.6282106772347936
364	SAMN07312483	100.pbf.ske	0.9936585022372343	0.9343995858590115	0.9631183818663136
365	SAMEA3357077	100.pbf.ske	0.4154426586487171	0.9705198954400233	0.5818272137924765
366	SAMEA3357272	100.pbf.ske	0.4767466225151914	0.9607126952886152	0.6372584281356705
367	SAMN16357470	100.pbf.ske	0.9724363629129323	0.9249575808801731	0.9481029374445379
368	SAMN16357448	100.pbf.ske	1.0	0.9895676514324913	0.9947564745737612
369	SAMN04014858	100.pbf.ske	0.8521189795848109	0.4909404659188956	0.6229652607801065
370	SAMN04014860	100.pbf.ske	1.0	1.0	1.0
371	SAMN04014856	100.pbf.ske	0.9898912769355788	0.507686890788306	0.6711567188104844
372	SAMN03024583	100.pbf.ske	0.9606353157751606	0.8347724525317893	0.8932922232975241
373	SAMN02991226	100.pbf.ske	0.9479241000924182	0.47173666883043164	0.6299681826398108
374	SAMN16357245	100.pbf.ske	0.9940841584158416	0.9961850238622044	0.9951334823353338
375	SAMN16357453	100.pbf.ske	0.9784545544766826	0.8959428956702723	0.9353826284290726
376	SAMN11056345	100.pbf.ske	0.9740188061548473	0.9097334328155735	0.9407792105765239
377	SAMN16357454	100.pbf.ske	0.995277766598248	1.0	0.9976332952329725
378	SAMN16357462	100.pbf.ske	0.0	0.0	0.0
379	SAMN16357465	100.pbf.ske	0.9949910908730945	0.9671069089602884	0.9808508631261202
380	SAMN16357464	100.pbf.ske	0.9957559339525284	0.9024317057012587	0.9467996810924628
381	SAMN16357463	100.pbf.ske	0.9663706335109532	0.9283106556311479	0.9469583739684662
382	SAMN16357455	100.pbf.ske	0.4954718361076381	0.9286625057436054	0.6461835844039582
383	SAMN16357452	100.pbf.ske	1.0	0.9494171464690462	0.974052319370139
384	SAMN11056344	100.pbf.ske	0.9794556262383982	0.9842132840191092	0.9818286916043021
385	SAMD00056131	100.pbf.ske	0.8659724088895054	0.576064510919096	0.6918768380251685
386	SAMEA3357268	100.pbf.ske	0.5202932307933444	0.9505029737176869	0.6724796563350767
387	SAMN16357205	100.pbf.ske	0.17950246710526316	1.0	0.30436980355928955
388	SAMN03996301	100.pbf.ske	0.9865919922852957	0.9874600004454707	0.987025805529942
389	SAMEA3357080	100.pbf.panstar.uni	0.8498140251249436	0.9842202084233314	0.9120921754130678
390	SAMN07312490	100.pbf.panstar.uni	0.6096160368642036	0.9732676903159952	0.7496692043645847
391	SAMEA3357223	100.pbf.panstar.uni	0.060535479108844534	0.9779661459693851	0.11401358990464226
392	SAMN04014852	100.pbf.panstar.uni	0.9782290900982004	0.8626050098864965	0.9167858352280974
393	SAMN03024573	100.pbf.panstar.uni	0.977016291230893	0.9993828081201879	0.9880729909562201
394	SAMN04014855	100.pbf.panstar.uni	0.977616157925684	0.9147872351791113	0.945158717674882
395	SAMN02786856	100.pbf.panstar.uni	1.0	0.9769111166608931	0.9883207276520831
396	SAMN16357501	100.pbf.panstar.uni	0.2917432418885956	1.0	0.4517046924310621
397	SAMN16357457	100.pbf.panstar.uni	0.5317360979231048	0.9861916044955333	0.6909336653431142
398	SAMN16357468	100.pbf.panstar.uni	0.9815010944009037	0.9912836940900265	0.9863681393806577
399	SAMN16357450	100.pbf.panstar.uni	0.9846964003164557	0.9999874464906665	0.99228301828034
400	SAMN11056346	100.pbf.panstar.uni	0.9930640947907046	0.9992587481967624	0.9961517910939827
401	SAMN16357466	100.pbf.panstar.uni	0.8216257538435403	0.9631417402258943	0.8867732755115869
402	SAMN16357459	100.pbf.panstar.uni	0.0	0.0	0.0
403	SAMN16357461	100.pbf.panstar.uni	0.9935225352530214	0.9925417337137329	0.9930318923029818
404	SAMN04014847	100.pbf.panstar.uni	0.9816889206380569	0.9617754250380645	0.9716301521069128
405	SAMEA3357328	100.pbf.panstar.uni	0.9715006917530212	1.0	0.9855443579775578
406	SAMN16357467	100.pbf.panstar.uni	0.9574709578606935	0.9197751023008663	0.9382445561139029
407	SAMN16357458	100.pbf.panstar.uni	0.9845142920784647	0.9956806417332282	0.9900659832972171
408	SAMN16357451	100.pbf.panstar.uni	0.5295091490646576	0.99199456266911	0.6904619327640514
409	SAMN16357456	100.pbf.panstar.uni	0.5125509439877386	0.9807947875136956	0.6732631079247376
410	SAMN11056490	100.pbf.panstar.uni	0.8777719906672257	0.8461070634094573	0.861648709763235
411	SAMN10163228	100.pbf.panstar.uni	0.7077989102169164	0.9405935330207237	0.807757983070503
412	SAMN07312483	100.pbf.panstar.uni	0.7438669352968759	0.9724295414129439	0.8429291705471393
413	SAMEA3357272	100.pbf.panstar.uni	0.37632805310736134	0.9846851927677645	0.5445423292404007
414	SAMN16357470	100.pbf.panstar.uni	0.7175241552594659	0.9894415844181395	0.8318248228840269
415	SAMN16357448	100.pbf.panstar.uni	0.9859879349417038	0.9930197742448038	0.9894913617758294
416	SAMN04014858	100.pbf.panstar.uni	0.6362270493264407	0.5443255844353907	0.5866992297576553
417	SAMN04014860	100.pbf.panstar.uni	1.0	1.0	1.0
418	SAMN04014856	100.pbf.panstar.uni	0.9932658204218779	0.8987783300324736	0.943662752418048
419	SAMN03024583	100.pbf.panstar.uni	0.9433258293432676	0.8698394132894987	0.905093442829654
420	SAMN02991226	100.pbf.panstar.uni	0.8877607820586544	0.7574260146008321	0.8174307166078935
421	SAMN16357245	100.pbf.panstar.uni	0.9923893974353174	0.9906365255789448	0.991512186792159
422	SAMN16357453	100.pbf.panstar.uni	0.45231468625291343	0.9803643765765644	0.6190265732354611
423	SAMN11056345	100.pbf.panstar.uni	0.974405436661972	0.9781631656082072	0.9762806852501427
424	SAMN16357454	100.pbf.panstar.uni	0.9102237783654702	0.9951313759292693	0.9507857250934874
425	SAMN16357462	100.pbf.panstar.uni	0.0	0.0	0.0
426	SAMN16357465	100.pbf.panstar.uni	0.9945861508174271	0.9450664895419609	0.9691941974991138
427	SAMN16357464	100.pbf.panstar.uni	0.5288633492569598	0.9838500294280932	0.6879323328021296
428	SAMN16357463	100.pbf.panstar.uni	0.9863530510547045	0.9709018549991835	0.978566464685873
429	SAMN16357452	100.pbf.panstar.uni	0.9873913390557579	0.9841042519869685	0.9857450552308328
430	SAMN11056344	100.pbf.panstar.uni	0.6687431487098663	0.9836334143838167	0.7961842613885777
431	SAMD00056131	100.pbf.panstar.uni	0.779804478215011	0.9058518744285279	0.8381154879771697
432	SAMEA3357268	100.pbf.panstar.uni	0.3699107288159853	0.9842292934483488	0.5377242667308914
433	SAMN16357205	100.pbf.panstar.uni	0.12943827554000564	1.0	0.2292082326997795
434	SAMN03996301	100.pbf.panstar.uni	0.33045268888892176	0.9655239436254713	0.4923853954660394
435	SAMEA3357080	100.pbf.panstar.ske	0.8473544308711367	0.9904165562170592	0.9133171251640636
436	SAMN07312490	100.pbf.panstar.ske	0.6250578289944063	0.9906979280922572	0.766506315582187
437	SAMEA3357223	100.pbf.panstar.ske	0.06356506751164263	0.9952361798939139	0.11949788521689261
438	SAMN04014852	100.pbf.panstar.ske	0.9794576964308627	0.8585277364582955	0.9150144326787555
439	SAMN03024573	100.pbf.panstar.ske	0.9742509891208958	0.9952022035808188	0.9846151559294823
440	SAMN04014855	100.pbf.panstar.ske	0.9902705745185543	0.9073910343448377	0.9470209406110539
441	SAMN02786856	100.pbf.panstar.ske	0.9854500462027597	0.9935259750513185	0.9894715322498211
442	SAMN16357501	100.pbf.panstar.ske	0.28950858810265934	1.0	0.4490215742240737
443	SAMN16357457	100.pbf.panstar.ske	0.5243623276260402	0.9773201333691512	0.6825275959201353
444	SAMN16357468	100.pbf.panstar.ske	0.9795415398281858	0.9808804226375796	0.9802105240335625
445	SAMN16357450	100.pbf.panstar.ske	0.9851935701095197	0.9954334278093393	0.9902870288856036
446	SAMN11056346	100.pbf.panstar.ske	0.9718201365490335	1.0	0.9857087049023218
447	SAMN16357466	100.pbf.panstar.ske	0.8380457551915813	0.9655021701289915	0.8972703014376966
448	SAMN16357459	100.pbf.panstar.ske	0.0	0.0	0.0
449	SAMN16357461	100.pbf.panstar.ske	0.9876723961231003	0.993783329895996	0.9907184397579745
450	SAMN04014847	100.pbf.panstar.ske	0.9757946041899399	0.9371178943036859	0.9560652517786057
451	SAMEA3357328	100.pbf.panstar.ske	0.9943901844631073	0.9914118971857376	0.9928988074208047
452	SAMN16357467	100.pbf.panstar.ske	0.9597500925837025	0.9174976561834143	0.9381483728460195
453	SAMN16357458	100.pbf.panstar.ske	0.9881532761310452	0.9921000078314668	0.9901227089765132
454	SAMN16357451	100.pbf.panstar.ske	0.5326586936522539	0.9871449517509462	0.6919464129928177
455	SAMN16357456	100.pbf.panstar.ske	0.5157697602064374	0.9916947380648159	0.6786045811841587
456	SAMN11056490	100.pbf.panstar.ske	0.8605930088163339	0.8470412435182666	0.8537633528424672
457	SAMN10163228	100.pbf.panstar.ske	0.7034633904935469	0.9423358201887765	0.8055645509499136
458	SAMN07312483	100.pbf.panstar.ske	0.7442316622770915	0.9791628526621567	0.8456844804364765
459	SAMEA3357272	100.pbf.panstar.ske	0.382573692613216	0.9905480850420295	0.5519650839018669
460	SAMN16357470	100.pbf.panstar.ske	0.7295819279694137	0.9844447145635511	0.8380652377365382
461	SAMN16357448	100.pbf.panstar.ske	1.0	0.9863495527349235	0.9931278725608583
462	SAMN04014858	100.pbf.panstar.ske	0.631032284675091	0.524676539360873	0.5729606427890508
463	SAMN04014860	100.pbf.panstar.ske	0.9601023920910936	0.9976937692458887	0.9785371872148465
464	SAMN04014856	100.pbf.panstar.ske	0.9940238301326519	0.9129311885952067	0.9517532902693678
465	SAMN03024583	100.pbf.panstar.ske	0.9244933512691027	0.8681372726660903	0.895429460874487
466	SAMN02991226	100.pbf.panstar.ske	0.89504153675354	0.750999343288696	0.8167179982805365
467	SAMN16357245	100.pbf.panstar.ske	0.9939591311602287	0.9908120835629477	0.992383112386725
468	SAMN16357453	100.pbf.panstar.ske	0.4556708611256144	0.9238893151886246	0.610324141077353
469	SAMN11056345	100.pbf.panstar.ske	0.9772038513581517	0.9738631836152447	0.9755306574975824
470	SAMN16357454	100.pbf.panstar.ske	0.9180969675261661	0.99514696787067	0.9550704921015919
471	SAMN16357462	100.pbf.panstar.ske	0.0	0.0	0.0
472	SAMN16357465	100.pbf.panstar.ske	0.9811866859623734	0.9406712473572939	0.9605019057577496
473	SAMN16357464	100.pbf.panstar.ske	0.5384221094552643	0.9731651219089741	0.693276057000855
474	SAMN16357463	100.pbf.panstar.ske	0.9412809152983626	0.9900556666486515	0.9650524023729596
475	SAMN16357452	100.pbf.panstar.ske	1.0	0.9902996729952658	0.9951261977598902
476	SAMN11056344	100.pbf.panstar.ske	0.669925211563882	0.9842885993947723	0.7972364198885787
477	SAMD00056131	100.pbf.panstar.ske	0.8033432810458905	0.8893513456315474	0.844162221279825
478	SAMEA3357268	100.pbf.panstar.ske	0.37736624594673646	0.9968350856297999	0.5474771497427562
479	SAMN16357205	100.pbf.panstar.ske	0.1340632005650585	1.0	0.23642985769798391
480	SAMN03996301	100.pbf.panstar.ske	0.3403373406449194	0.9909251409417725	0.5066601544187709
481	SAMEA3357080	100.pbf.pan.uni	0.6648166914954249	0.9823296428068711	0.7929703991544576
482	SAMN07312490	100.pbf.pan.uni	0.9619657670252448	0.9678932201385474	0.9649203906628112
483	SAMEA3357223	100.pbf.pan.uni	0.24637276970988797	0.9692022360378245	0.392875862324557
484	SAMN04014852	100.pbf.pan.uni	0.98929176233909	0.8487821220099265	0.9136663857476041
485	SAMN03024573	100.pbf.pan.uni	0.9817986119220361	0.9945944277859784	0.988155097702559
486	SAMN04014855	100.pbf.pan.uni	1.0	0.9136814777619897	0.9548939971248727
487	SAMN02786856	100.pbf.pan.uni	1.0	0.9667201056964931	0.9830784796437919
488	SAMN16357501	100.pbf.pan.uni	0.2917432418885956	1.0	0.4517046924310621
489	SAMN16357457	100.pbf.pan.uni	0.4946538492082077	0.9722911530210367	0.6557131462489321
490	SAMN16357468	100.pbf.pan.uni	0.9938407119395862	0.9709602747089994	0.9822672700585726
491	SAMN16357450	100.pbf.pan.uni	0.98464914999938	0.9968616226666165	0.9907177522987287
492	SAMN11056346	100.pbf.pan.uni	0.9938469041704946	0.9992587481967624	0.9965454788421241
493	SAMN16357466	100.pbf.pan.uni	0.9091946333515286	0.9590247323511968	0.9334451359539531
494	SAMN16357459	100.pbf.pan.uni	0.0	0.0	0.0
495	SAMN16357461	100.pbf.pan.uni	0.993522407233559	0.9925219897923927	0.9930219465460364
496	SAMN04014847	100.pbf.pan.uni	0.9894709390131876	0.9463188185672857	0.967413910882517
497	SAMEA3357328	100.pbf.pan.uni	0.9715006917530212	1.0	0.9855443579775578
498	SAMN16357467	100.pbf.pan.uni	0.9671750524837682	0.9138570874959769	0.93976041958656
499	SAMN16357458	100.pbf.pan.uni	0.994584364824066	0.9857196726690401	0.9901321776601553
500	SAMN16357451	100.pbf.pan.uni	0.9862793522084419	0.9397118730830613	0.962432647954216
501	SAMN16357456	100.pbf.pan.uni	0.9672314986600701	0.9773495140373023	0.9722641833941512
502	SAMN11056490	100.pbf.pan.uni	0.8799033680816948	0.8444335598685687	0.8618036549652791
503	SAMN10163228	100.pbf.pan.uni	0.872981668387239	0.9261326783416802	0.898772056547312
504	SAMN07312483	100.pbf.pan.uni	0.9931817345041513	0.9690974654667601	0.980991799403593
505	SAMN16357470	100.pbf.pan.uni	0.7294973705747462	0.9840093561115301	0.8378516719248773
506	SAMN16357448	100.pbf.pan.uni	0.9868238271418158	0.9884688507425674	0.987645653954423
507	SAMN04014858	100.pbf.pan.uni	0.6350514931062554	0.5353711409834637	0.5809666227310609
508	SAMN04014860	100.pbf.pan.uni	1.0	1.0	1.0
509	SAMN04014856	100.pbf.pan.uni	1.0	0.890497324825702	0.942077318102318
510	SAMN03024583	100.pbf.pan.uni	0.946145538398669	0.8538808455037828	0.8976485672904106
511	SAMN02991226	100.pbf.pan.uni	0.9601640214882448	0.7379974880288876	0.8345479884955438
512	SAMN16357245	100.pbf.pan.uni	0.9923468485090509	0.9850866848985121	0.9887034388283406
513	SAMN16357453	100.pbf.pan.uni	0.4530917062293308	0.9742610012916838	0.6185290812312362
514	SAMN11056345	100.pbf.pan.uni	0.9763113170547477	0.9657202793183712	0.9709869186151502
515	SAMN16357454	100.pbf.pan.uni	0.9177939602702161	0.9934119733764089	0.9541070307220629
516	SAMN16357462	100.pbf.pan.uni	0.0	0.0	0.0
517	SAMN16357465	100.pbf.pan.uni	0.994257656458056	0.8907090862262949	0.9396392080595457
518	SAMN16357464	100.pbf.pan.uni	0.9858613020793695	0.9732976578577183	0.9795391960611745
519	SAMN16357463	100.pbf.pan.uni	0.9930404765881632	0.9708897584932592	0.9818402011095276
520	SAMN16357452	100.pbf.pan.uni	0.9879451593201778	0.9821905647261794	0.9850594576887622
521	SAMN11056344	100.pbf.pan.uni	0.9788887622706628	0.9734184633216884	0.9761459489996688
522	SAMD00056131	100.pbf.pan.uni	0.7896498769866784	0.9058518744285279	0.8437688968632272
523	SAMEA3357268	100.pbf.pan.uni	0.35655986649900073	0.9814773755833153	0.5230877452486443
524	SAMN07312488	100.pbf.pan.uni	0.947712316084476	0.9245629613355426	0.9359945260406932
525	SAMN16357205	100.pbf.pan.uni	0.13254896007287081	1.0	0.23407192933070603
526	SAMN03996301	100.pbf.pan.uni	0.9253882791468213	0.9650661057432739	0.9448108031536684
527	SAMEA3357080	100.pbf.pan.ske	0.6684693765678258	0.9755697408673101	0.793336958421533
528	SAMN07312490	100.pbf.pan.ske	0.9650346711494011	0.9740875182556948	0.9695399629654203
529	SAMEA3357223	100.pbf.pan.ske	0.2573426663906428	1.0	0.40934372668570396
530	SAMN04014852	100.pbf.pan.ske	0.9877636131389949	0.8472698907956319	0.9121385160998017
531	SAMN03024573	100.pbf.pan.ske	0.9742220477078629	0.994055339927382	0.9840387690095808
532	SAMN04014855	100.pbf.pan.ske	1.0	0.8996758133611208	0.9471887856163339
533	SAMN02786856	100.pbf.pan.ske	0.9851564247595309	0.9735828201484289	0.9793354299691859
534	SAMN16357501	100.pbf.pan.ske	0.29175299071041905	1.0	0.45171637737020465
535	SAMN16357457	100.pbf.pan.ske	0.49775907447223394	0.9630508983455273	0.656303465543119
536	SAMN16357468	100.pbf.pan.ske	0.986866040286377	0.9622273087228664	0.9743909438687938
537	SAMN16357450	100.pbf.pan.ske	0.9851475506305246	0.9923027795981917	0.9887122198330539
538	SAMN11056346	100.pbf.pan.ske	0.9759656604571925	0.9996464476542942	0.9876641285026522
539	SAMN16357466	100.pbf.pan.ske	0.9235730989643564	0.9561223481479793	0.939565908322736
540	SAMN16357459	100.pbf.pan.ske	0.0	0.0	0.0
541	SAMN16357461	100.pbf.pan.ske	0.9876079885793339	0.9885536666568457	0.9880806013443374
542	SAMN04014847	100.pbf.pan.ske	0.9800085859816445	0.9309858326964905	0.9548684188213749
543	SAMEA3357328	100.pbf.pan.ske	0.9943901844631073	0.9914118971857376	0.9928988074208047
544	SAMN16357467	100.pbf.pan.ske	0.9624624520461467	0.9095844068996716	0.9352766298815551
545	SAMN16357458	100.pbf.pan.ske	0.9946140124133254	0.9906560811339964	0.9926311014112483
546	SAMN16357451	100.pbf.pan.ske	0.994016079546727	0.9459244041327105	0.9693741386954253
547	SAMN16357456	100.pbf.pan.ske	0.9557749879679254	0.9721346431475366	0.9638854040269008
548	SAMN11056490	100.pbf.pan.ske	0.868057177169163	0.8453114277477067	0.8565333223613154
549	SAMN10163228	100.pbf.pan.ske	0.8611439341412681	0.9279092525754211	0.8932807925686558
550	SAMN07312483	100.pbf.pan.ske	0.9895766206259435	0.9687034737401654	0.9790288046028515
551	SAMN16357470	100.pbf.pan.ske	0.7360205933195185	0.9803047420203638	0.8407782172753195
552	SAMN16357448	100.pbf.pan.ske	1.0	0.9834905551795736	0.9916765699855165
553	SAMN04014858	100.pbf.pan.ske	0.6302327329208107	0.5228786697843596	0.5715583980370217
554	SAMN04014860	100.pbf.pan.ske	0.9718424915438126	0.9976937692458887	0.9845984740721583
555	SAMN04014856	100.pbf.pan.ske	1.0	0.8786300859239199	0.9353944584484871
556	SAMN03024583	100.pbf.pan.ske	0.9268717191050222	0.8574054037263865	0.8907863137994185
557	SAMN02991226	100.pbf.pan.ske	0.9658008374158135	0.7359877794592126	0.8353770928786425
558	SAMN16357245	100.pbf.pan.ske	0.9946396784815617	0.988156905966635	0.9913876944805351
559	SAMN16357453	100.pbf.pan.ske	0.45571099374259	0.9185398625052853	0.609188215719713
560	SAMN11056345	100.pbf.pan.ske	0.9768184997128609	0.9572967716950064	0.9669591157577762
561	SAMN16357454	100.pbf.pan.ske	0.9177932729689734	0.9911426520579113	0.9530587660752075
562	SAMN16357462	100.pbf.pan.ske	0.0	0.0	0.0
563	SAMN16357465	100.pbf.pan.ske	0.9912036390626033	0.8911337209302326	0.9385086922790574
564	SAMN16357464	100.pbf.pan.ske	0.9957212894305311	0.951449897083288	0.9730823102908461
565	SAMN16357463	100.pbf.pan.ske	0.9483761554445531	0.9839245287550967	0.9658233518815429
566	SAMN16357452	100.pbf.pan.ske	1.0	0.9819537312704378	0.9908947073562638
567	SAMN11056344	100.pbf.pan.ske	0.9795518887001536	0.9767361581592819	0.9781419970567377
568	SAMD00056131	100.pbf.pan.ske	0.808975480193049	0.8809389439525943	0.8434249628528975
569	SAMEA3357268	100.pbf.pan.ske	0.3631638067575634	0.9916988377346092	0.5316393164027964
570	SAMN07312488	100.pbf.pan.ske	0.9580140701204161	0.9817973260675973	0.9697598995734493
571	SAMN16357205	100.pbf.pan.ske	0.13492296518366276	1.0	0.23776585604967188
572	SAMN03996301	100.pbf.pan.ske	0.9366509723643808	0.9756198452838879	0.9557383486790436
573	SAMEA3357080	250.pbf.uni	0.9746341179290615	0.9824783265548538	0.9785405022435645
574	SAMN07312490	250.pbf.uni	0.9647417696604994	0.9299062608361728	0.9470037677259686
575	SAMEA3357223	250.pbf.uni	0.07382838161762505	0.9353676224478411	0.13685483791981037
576	SAMN04014852	250.pbf.uni	0.9782131686454743	0.8431131176909508	0.9056525023223516
577	SAMN03024573	250.pbf.uni	0.9827630971613202	0.9932551618906929	0.9879812746664218
578	SAMN04014855	250.pbf.uni	0.9959851372293258	0.8508687184677431	0.9177256713768255
579	SAMN02786856	250.pbf.uni	1.0	0.9925609863285152	0.9962666067826652
580	SAMN16357501	250.pbf.uni	0.016052258549652424	1.0	0.03159730892693642
581	SAMN16357457	250.pbf.uni	0.7842220295333574	0.8862139200322954	0.8321043128282175
582	SAMN16357468	250.pbf.uni	0.979570369025561	0.9830769148326179	0.9813205094601029
583	SAMN16357450	250.pbf.uni	0.9902009585124545	0.9939258549637864	0.9920599102747193
584	SAMN11056346	250.pbf.uni	0.9956613966117035	1.0	0.9978259822053667
585	SAMN16357466	250.pbf.uni	0.479133977959735	0.9610976957393689	0.6394728995020649
586	SAMN16357459	250.pbf.uni	0.0	0.0	0.0
587	SAMN16357461	250.pbf.uni	0.9850862143329532	0.9851239827852275	0.9851050981970843
588	SAMN04014847	250.pbf.uni	0.812756059445011	0.9529740533083358	0.8772976467082736
589	SAMEA3357328	250.pbf.uni	0.9944185135620328	1.0	0.997201446737476
590	SAMN16357467	250.pbf.uni	0.9521522795649155	0.8461472544046068	0.8960254083484572
591	SAMN16357458	250.pbf.uni	0.9848032693404296	0.9908347238225464	0.9878097898231406
592	SAMN16357451	250.pbf.uni	0.6742594933230752	0.9315738190346433	0.7823009852661708
593	SAMN16357456	250.pbf.uni	0.9615963969419423	0.9111588475359159	0.9356984233960514
594	SAMN11056490	250.pbf.uni	0.8866687570853132	0.7311573880700917	0.8014389116595447
595	SAMN10163228	250.pbf.uni	0.10174025034059946	0.9953972237553239	0.18461125451330646
596	SAMN07312483	250.pbf.uni	0.7885075735152847	0.9632646329317881	0.8671692079264464
597	SAMEA3357077	250.pbf.uni	0.667598650629432	0.9921088503149667	0.7981292238191523
598	SAMEA3357272	250.pbf.uni	0.40683060622569556	0.982985575246186	0.5754841867864822
